borrower_id,business_name,industry,nic_code,loan_type,loan_amount_lakhs,vintage_years,region,sanction_date,gstin,pan,employee_count_initial,is_defaulter,true_pd,default_month
MSME02977,Business_02977 Pvt Ltd,Textiles,C13,Trade Finance,164.16,1.1,East,2022-05-13,35DDHKC2524D1Z5,KKRPA7078V,31,0,0.28,-1
MSME02978,Business_02978 Pvt Ltd,IT/ITES,J62,Working Capital,91.4,0.6,Central,2022-06-17,02PYEOE6250E1Z5,GVQPQ0267L,204,0,0.18,-1
MSME02979,Business_02979 Pvt Ltd,IT/ITES,J62,Working Capital,118.0,6.9,East,2022-09-02,21YUXSK5185E1Z5,QFXPL4133D,166,0,0.1,-1
MSME02980,Business_02980 Pvt Ltd,Auto Ancillary,C29,Working Capital,36.32,6.1,West,2022-10-04,17SOBIK5543D1Z5,XVIPZ0014K,121,0,0.19,-1
MSME02981,Business_02981 Pvt Ltd,Services,S90-S99,Working Capital,29.31,8.3,North,2022-09-16,18GPVCL6890L1Z5,FSQPW0680H,106,0,0.15,-1
MSME02982,Business_02982 Pvt Ltd,Construction,F41-F43,Working Capital,87.17,2.1,Central,2022-02-15,27ZXRAY1660M1Z5,ZIHPQ3930M,203,1,0.28,34
MSME02983,Business_02983 Pvt Ltd,Textiles,C13,Term Loan,84.92,13.4,South,2022-12-12,01WFDSO4425L1Z5,GWPPZ8721J,33,0,0.21,-1
MSME02984,Business_02984 Pvt Ltd,Food Processing,C10,Term Loan,421.74,0.6,West,2022-08-25,14CDCLV8206L1Z5,PSHPF2107C,44,0,0.26,-1
MSME02985,Business_02985 Pvt Ltd,Trading,G45-G47,Term Loan,46.96,0.5,North,2022-02-22,05TCWBK3197C1Z5,CUOPE8466G,240,0,0.28,-1
MSME02986,Business_02986 Pvt Ltd,Textiles,C13,Working Capital,28.95,1.8,South,2022-05-28,04UDHFN0402L1Z5,ENSPK6735E,214,0,0.31,-1
MSME02987,Business_02987 Pvt Ltd,Services,S90-S99,Working Capital,64.5,8.0,South,2023-11-30,09SDMJA9167Q1Z5,JRQPN5956U,59,0,0.15,-1
MSME02988,Business_02988 Pvt Ltd,Pharma,C21,Term Loan,45.41,5.6,Central,2023-06-17,22APTDW0980Z1Z5,AKFPD6186N,110,0,0.1,-1
MSME02989,Business_02989 Pvt Ltd,Trading,G45-G47,Trade Finance,392.76,2.9,East,2022-03-31,03AATBP8021A1Z5,ERQPU9428K,190,0,0.22,-1
MSME02990,Business_02990 Pvt Ltd,Manufacturing,C10-C33,Working Capital,77.76,1.5,West,2022-08-21,05KFXGM6829O1Z5,ZAEPK3109K,173,0,0.25,-1
MSME02991,Business_02991 Pvt Ltd,IT/ITES,J62,Trade Finance,79.68,0.5,South,2023-12-28,08VXTPQ2920N1Z5,DVHPZ1153J,15,0,0.15,-1
MSME02992,Business_02992 Pvt Ltd,Services,S90-S99,Working Capital,130.89,2.1,Central,2022-02-20,30ELPFI7352A1Z5,YTLPR0505H,204,0,0.18,-1
MSME02993,Business_02993 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,225.58,3.1,North,2023-10-27,25HFCUN8615M1Z5,FTLPR4472B,198,0,0.17,-1
MSME02994,Business_02994 Pvt Ltd,Auto Ancillary,C29,Trade Finance,140.45,5.8,South,2023-09-20,25PKKPJ0482S1Z5,NQRPR0779D,205,0,0.16,-1
MSME02995,Business_02995 Pvt Ltd,Agriculture Allied,A01,Working Capital,85.24,5.2,North,2023-01-29,28JPYSK8927J1Z5,SQXPM7343U,235,0,0.21,-1
MSME02996,Business_02996 Pvt Ltd,Food Processing,C10,Term Loan,74.8,14.7,West,2022-08-02,30ISAMY6534G1Z5,OTIPA9926M,45,0,0.18,-1
MSME02997,Business_02997 Pvt Ltd,Food Processing,C10,Working Capital,149.12,0.5,Central,2023-03-27,25FLDTJ2135A1Z5,VHNPL5708U,138,0,0.28,-1
MSME02998,Business_02998 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,327.57,2.0,North,2022-12-05,18HMSPA1213T1Z5,ZBAPT9729T,68,1,0.17,23
MSME02999,Business_02999 Pvt Ltd,IT/ITES,J62,Working Capital,75.51,3.3,East,2022-12-17,34QCDVE1353O1Z5,BBRPZ0994U,161,0,0.13,-1
MSME03000,Business_03000 Pvt Ltd,Auto Ancillary,C29,Term Loan,84.44,5.6,North,2023-10-11,14RGYFX5535J1Z5,KMSPP2796D,18,0,0.17,-1
MSME03001,Business_03001 Pvt Ltd,Pharma,C21,Term Loan,213.44,3.4,North,2022-10-12,10VAWNR5892D1Z5,HJYPV6643B,236,0,0.13,-1
MSME03002,Business_03002 Pvt Ltd,IT/ITES,J62,Trade Finance,121.74,12.2,Central,2023-08-06,21XMJMV7228M1Z5,PKQPH1783Q,83,0,0.07,-1
MSME03003,Business_03003 Pvt Ltd,Textiles,C13,Working Capital,34.02,4.7,Central,2022-09-02,22HDUIG4682C1Z5,VHAPN4065L,183,0,0.26,-1
MSME03004,Business_03004 Pvt Ltd,Food Processing,C10,Term Loan,115.3,0.5,South,2023-07-04,20KZWUE3721D1Z5,THHPB4022J,51,1,0.26,27
MSME03005,Business_03005 Pvt Ltd,Textiles,C13,Working Capital,376.45,0.6,North,2023-12-29,08NPTHE8176R1Z5,PSCPJ1663H,180,0,0.31,-1
MSME03006,Business_03006 Pvt Ltd,Trading,G45-G47,Working Capital,30.63,7.0,North,2023-10-01,22IKLHW0920Z1Z5,OZZPH3554D,51,0,0.22,-1
MSME03007,Business_03007 Pvt Ltd,Construction,F41-F43,Term Loan,97.36,6.3,Central,2023-08-07,22CNRZB7086A1Z5,LYVPW4152J,137,0,0.23,-1
MSME03008,Business_03008 Pvt Ltd,Services,S90-S99,Working Capital,42.14,0.8,East,2022-08-14,32UUNBQ6876D1Z5,PPVPS7603B,79,0,0.23,-1
MSME03009,Business_03009 Pvt Ltd,Auto Ancillary,C29,Working Capital,45.23,0.5,Central,2023-03-17,10GOMHI8445P1Z5,VEBPQ6889S,105,0,0.27,-1
MSME03010,Business_03010 Pvt Ltd,IT/ITES,J62,Trade Finance,88.96,4.3,East,2023-04-19,16XNSSP4048U1Z5,OLVPZ0055U,91,0,0.1,-1
MSME03011,Business_03011 Pvt Ltd,Food Processing,C10,Working Capital,128.86,5.0,Central,2023-03-20,07JYXOU1497A1Z5,LVJPU5862I,117,0,0.2,-1
MSME03012,Business_03012 Pvt Ltd,Textiles,C13,Term Loan,588.58,0.7,West,2023-02-16,26DQUMB1631K1Z5,FEDPO9064Q,150,0,0.29,-1
MSME03013,Business_03013 Pvt Ltd,Agriculture Allied,A01,Working Capital,105.92,3.2,North,2022-09-03,32CCRWA8432S1Z5,DJAPJ3681D,78,0,0.24,-1
MSME03014,Business_03014 Pvt Ltd,Trading,G45-G47,Working Capital,52.07,1.8,East,2023-08-06,19ARGCV3947B1Z5,QFHPN2404A,127,1,0.3,27
MSME03015,Business_03015 Pvt Ltd,Services,S90-S99,Working Capital,308.56,13.4,West,2023-12-08,18LNYBQ3619Y1Z5,UYGPG8476F,51,0,0.15,-1
MSME03016,Business_03016 Pvt Ltd,Services,S90-S99,Term Loan,28.17,1.2,East,2023-05-15,12QAHEY7535R1Z5,FWJPC4147G,89,0,0.21,-1
MSME03017,Business_03017 Pvt Ltd,IT/ITES,J62,Term Loan,332.33,6.6,South,2023-07-04,10OCCQN7920T1Z5,CGRPP3916E,202,0,0.08,-1
MSME03018,Business_03018 Pvt Ltd,Auto Ancillary,C29,Working Capital,39.59,3.7,South,2022-04-27,33AQRQL5609P1Z5,NOPPY6132J,116,0,0.22,-1
MSME03019,Business_03019 Pvt Ltd,Pharma,C21,Working Capital,86.42,0.5,North,2022-12-30,01KJYYA7260G1Z5,RBHPF2724A,80,0,0.2,-1
MSME03020,Business_03020 Pvt Ltd,Agriculture Allied,A01,Trade Finance,180.22,3.6,West,2022-07-23,14WPQNI4137D1Z5,MQJPR6069Y,234,0,0.21,-1
MSME03021,Business_03021 Pvt Ltd,IT/ITES,J62,Working Capital,24.92,0.5,West,2022-12-17,26EOBUW8795M1Z5,EKKPN5967K,138,0,0.18,-1
MSME03022,Business_03022 Pvt Ltd,Textiles,C13,Trade Finance,134.18,5.4,South,2022-11-15,25GSOLM0487O1Z5,RRNPY5640H,144,0,0.2,-1
MSME03023,Business_03023 Pvt Ltd,Construction,F41-F43,Working Capital,107.21,4.2,North,2022-12-25,22NHXCL5616Z1Z5,QOQPB4330A,107,0,0.28,-1
MSME03024,Business_03024 Pvt Ltd,Manufacturing,C10-C33,Term Loan,675.94,0.5,South,2023-06-01,02BVSFY9021S1Z5,JBRPA9727U,6,0,0.23,-1
MSME03025,Business_03025 Pvt Ltd,Pharma,C21,Working Capital,790.07,1.1,West,2023-05-04,02COOLT6111M1Z5,KSVPB0826Y,223,0,0.2,-1
MSME03026,Business_03026 Pvt Ltd,Auto Ancillary,C29,Trade Finance,40.97,7.5,East,2023-10-31,08PTZCY0916L1Z5,OTYPD1582B,209,1,0.16,30
MSME03027,Business_03027 Pvt Ltd,Trading,G45-G47,Term Loan,649.0,1.6,West,2022-04-17,35LYOQL8508P1Z5,UWVPT8090G,80,0,0.28,-1
MSME03028,Business_03028 Pvt Ltd,Pharma,C21,Working Capital,87.33,3.5,North,2023-10-16,15KEGCM7296T1Z5,EOTPP4208E,135,0,0.15,-1
MSME03029,Business_03029 Pvt Ltd,Food Processing,C10,Working Capital,47.14,1.9,West,2022-06-21,23ORTGC3972L1Z5,ZFPPO7959S,157,0,0.28,-1
MSME03030,Business_03030 Pvt Ltd,Auto Ancillary,C29,Term Loan,252.69,12.7,Central,2023-10-20,25UBHZX0813F1Z5,NXRPW5132Q,28,0,0.17,-1
MSME03031,Business_03031 Pvt Ltd,Construction,F41-F43,Term Loan,56.15,3.8,West,2023-06-03,09PAIXG1618T1Z5,CGFPC1561W,67,0,0.26,-1
MSME03032,Business_03032 Pvt Ltd,Food Processing,C10,Working Capital,33.31,6.0,Central,2023-06-12,02EIDPU7250S1Z5,SNVPU0834C,178,0,0.2,-1
MSME03033,Business_03033 Pvt Ltd,Pharma,C21,Working Capital,22.46,0.5,South,2022-11-16,08JJPFZ3721J1Z5,GPZPT3824S,165,0,0.2,-1
MSME03034,Business_03034 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,178.09,0.5,Central,2022-02-06,12ISYZV4153U1Z5,MRVPX4149L,203,0,0.22,-1
MSME03035,Business_03035 Pvt Ltd,Manufacturing,C10-C33,Working Capital,116.93,1.5,West,2023-05-14,29KOVWD7465U1Z5,FOAPC6873F,15,0,0.25,-1
MSME03036,Business_03036 Pvt Ltd,Construction,F41-F43,Term Loan,87.1,1.8,West,2023-10-27,13SXZDT0748S1Z5,ZOKPY6915P,10,0,0.31,-1
MSME03037,Business_03037 Pvt Ltd,Services,S90-S99,Term Loan,714.26,5.8,West,2022-09-22,14LLTLK6941V1Z5,XQQPQ3163W,228,0,0.13,-1
MSME03038,Business_03038 Pvt Ltd,Agriculture Allied,A01,Trade Finance,76.4,4.2,North,2023-11-26,13NTFAO0366A1Z5,ZKRPM2085M,93,0,0.21,-1
MSME03039,Business_03039 Pvt Ltd,Trading,G45-G47,Trade Finance,298.3,2.3,South,2023-10-30,14UVEWV4482I1Z5,KOZPZ6339J,120,0,0.22,-1
MSME03040,Business_03040 Pvt Ltd,Services,S90-S99,Trade Finance,132.35,5.3,Central,2023-10-11,13KRJWF7851J1Z5,HAWPD3754Y,54,0,0.12,-1
MSME03041,Business_03041 Pvt Ltd,Manufacturing,C10-C33,Working Capital,52.4,0.9,East,2023-02-06,12TONSS4908T1Z5,PNBPW1428V,201,0,0.25,-1
MSME03042,Business_03042 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,112.11,0.5,Central,2023-08-25,07WWKUD3459W1Z5,FNSPI6496J,112,0,0.22,-1
MSME03043,Business_03043 Pvt Ltd,Textiles,C13,Working Capital,33.02,9.6,West,2022-08-06,05PLYYA4136Z1Z5,BFEPF7297I,80,1,0.23,24
MSME03044,Business_03044 Pvt Ltd,Food Processing,C10,Term Loan,220.32,4.1,East,2022-11-26,06GSNOU5558F1Z5,UPUPG3228Z,89,0,0.21,-1
MSME03045,Business_03045 Pvt Ltd,Pharma,C21,Term Loan,186.33,5.2,East,2022-07-05,12BYDWF8927E1Z5,QIXPA7357Q,118,0,0.1,-1
MSME03046,Business_03046 Pvt Ltd,Trading,G45-G47,Working Capital,137.27,1.8,Central,2023-01-16,14OSSGV1974W1Z5,DBAPT2805N,243,0,0.3,-1
MSME03047,Business_03047 Pvt Ltd,Construction,F41-F43,Trade Finance,224.84,2.3,Central,2022-07-28,35OJUSL2026Y1Z5,DTCPR3660P,196,0,0.25,-1
MSME03048,Business_03048 Pvt Ltd,Pharma,C21,Working Capital,98.74,0.5,Central,2023-07-17,17OTJGV3253E1Z5,ZMCPL3256D,102,0,0.2,-1
MSME03049,Business_03049 Pvt Ltd,Textiles,C13,Term Loan,48.01,9.7,Central,2022-10-15,02IRMTX6375X1Z5,LGNPO5003G,204,0,0.21,-1
MSME03050,Business_03050 Pvt Ltd,Manufacturing,C10-C33,Term Loan,419.53,4.5,South,2022-03-29,05TWTUI7161J1Z5,DGFPD9706A,66,0,0.18,-1
MSME03051,Business_03051 Pvt Ltd,Construction,F41-F43,Term Loan,183.68,0.5,North,2022-05-16,03QBCEM5644X1Z5,VGVPD7710X,83,1,0.31,13
MSME03052,Business_03052 Pvt Ltd,Manufacturing,C10-C33,Working Capital,19.78,8.2,North,2022-06-07,01ICFDB5973X1Z5,WJRPE4618Y,189,0,0.17,-1
MSME03053,Business_03053 Pvt Ltd,Trading,G45-G47,Working Capital,115.32,2.9,Central,2022-06-04,07QENPH5861A1Z5,ERLPW3266A,21,0,0.25,-1
MSME03054,Business_03054 Pvt Ltd,Food Processing,C10,Trade Finance,159.11,7.2,North,2023-04-08,28IEBNT9587F1Z5,WMZPE6796M,74,0,0.17,-1
MSME03055,Business_03055 Pvt Ltd,Pharma,C21,Working Capital,67.57,0.5,Central,2022-08-08,10EDTXD2190U1Z5,ZBDPV8413H,26,0,0.2,-1
MSME03056,Business_03056 Pvt Ltd,Pharma,C21,Term Loan,151.71,0.5,Central,2023-04-04,04ZIIKE4535H1Z5,TPXPT7239Y,27,0,0.18,-1
MSME03057,Business_03057 Pvt Ltd,Services,S90-S99,Working Capital,55.91,0.9,Central,2022-06-16,28UXXSV0464S1Z5,ECSPT1668H,234,0,0.23,-1
MSME03058,Business_03058 Pvt Ltd,Construction,F41-F43,Term Loan,263.62,1.2,South,2022-11-18,02PBIRP6826A1Z5,SEHPO7104A,50,0,0.31,-1
MSME03059,Business_03059 Pvt Ltd,Agriculture Allied,A01,Trade Finance,134.02,7.2,West,2023-11-22,34ZQUNM5132A1Z5,MGHPV2901B,53,0,0.18,-1
MSME03060,Business_03060 Pvt Ltd,Textiles,C13,Term Loan,80.05,6.1,North,2023-07-16,17CLBBL9446P1Z5,JRJPU1856C,202,0,0.21,-1
MSME03061,Business_03061 Pvt Ltd,Agriculture Allied,A01,Term Loan,777.57,4.8,North,2023-05-27,32ECZFS7562K1Z5,ZGTPH8425C,152,0,0.22,-1
MSME03062,Business_03062 Pvt Ltd,Services,S90-S99,Working Capital,52.84,10.8,South,2022-03-28,24KMRJZ1693Y1Z5,VGFPT6145V,229,0,0.15,-1
MSME03063,Business_03063 Pvt Ltd,Trading,G45-G47,Term Loan,15.87,1.4,South,2023-06-29,19VFXWS0191A1Z5,UJEPH4590A,158,0,0.28,-1
MSME03064,Business_03064 Pvt Ltd,Textiles,C13,Working Capital,61.77,11.7,Central,2022-10-02,32DVDDY1064M1Z5,QDPPS4652N,116,0,0.23,-1
MSME03065,Business_03065 Pvt Ltd,Food Processing,C10,Working Capital,205.36,12.0,Central,2022-05-21,05RVEEF1407A1Z5,RRCPJ2272F,195,0,0.2,-1
MSME03066,Business_03066 Pvt Ltd,Agriculture Allied,A01,Working Capital,76.31,2.8,West,2023-12-19,07FHEOV3990K1Z5,IPXPF9447W,234,0,0.24,-1
MSME03067,Business_03067 Pvt Ltd,Food Processing,C10,Term Loan,41.62,0.5,North,2023-09-17,23BAQAB0399O1Z5,OKUPK9548V,130,0,0.26,-1
MSME03068,Business_03068 Pvt Ltd,Agriculture Allied,A01,Term Loan,71.86,6.5,South,2022-12-19,19YRBGY5053E1Z5,CCJPJ3489K,23,1,0.19,11
MSME03069,Business_03069 Pvt Ltd,Food Processing,C10,Working Capital,37.91,2.1,West,2022-01-05,04NCRRZ3259P1Z5,BBNPQ7051Y,8,0,0.23,-1
MSME03070,Business_03070 Pvt Ltd,Agriculture Allied,A01,Working Capital,56.81,7.9,North,2023-01-17,35STOEK8408M1Z5,TZUPR4640Y,76,0,0.21,-1
MSME03071,Business_03071 Pvt Ltd,Food Processing,C10,Working Capital,73.01,0.9,West,2023-12-25,34DPJFI1880L1Z5,RDPPF0887Y,60,0,0.28,-1
MSME03072,Business_03072 Pvt Ltd,Services,S90-S99,Trade Finance,171.69,3.9,West,2022-11-30,22VYVPB7049C1Z5,MTYPD4562R,224,0,0.15,-1
MSME03073,Business_03073 Pvt Ltd,Auto Ancillary,C29,Term Loan,203.49,3.5,Central,2023-04-20,11VELLM9320H1Z5,LUZPC2652W,39,0,0.2,-1
MSME03074,Business_03074 Pvt Ltd,Textiles,C13,Working Capital,103.66,0.5,West,2022-01-30,16KEPXI7597E1Z5,ZZFPA4322H,96,1,0.31,31
MSME03075,Business_03075 Pvt Ltd,Construction,F41-F43,Working Capital,373.71,2.3,Central,2022-12-13,09FBGQZ0749P1Z5,SREPZ2927I,175,0,0.28,-1
MSME03076,Business_03076 Pvt Ltd,Trading,G45-G47,Trade Finance,221.98,0.5,North,2023-08-17,09LVOPA5042L1Z5,BMNPQ7995M,216,1,0.27,26
MSME03077,Business_03077 Pvt Ltd,IT/ITES,J62,Working Capital,167.04,3.1,North,2023-05-08,26JIQFN2816I1Z5,YMQPE4218K,119,0,0.13,-1
MSME03078,Business_03078 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,34.15,9.3,Central,2023-05-10,31SPSSQ8858Y1Z5,GYSPA1551I,55,1,0.14,33
MSME03079,Business_03079 Pvt Ltd,Construction,F41-F43,Working Capital,49.33,1.6,East,2023-01-23,33SOCQF3753U1Z5,JQDPT0458K,158,0,0.33,-1
MSME03080,Business_03080 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,39.73,7.2,West,2022-09-10,34JLALW9225S1Z5,HOTPV6540G,52,0,0.14,-1
MSME03081,Business_03081 Pvt Ltd,Textiles,C13,Trade Finance,70.93,1.0,North,2023-09-22,23GUAMI1399R1Z5,KGEPP8204D,164,1,0.28,16
MSME03082,Business_03082 Pvt Ltd,Construction,F41-F43,Term Loan,370.7,5.6,West,2022-01-30,01MQQGK8095K1Z5,FRPPO4771N,119,1,0.23,16
MSME03083,Business_03083 Pvt Ltd,Food Processing,C10,Working Capital,65.74,12.4,East,2023-09-15,05SRRRW3690Z1Z5,PCYPW8366M,98,0,0.2,-1
MSME03084,Business_03084 Pvt Ltd,Food Processing,C10,Working Capital,212.29,2.0,West,2023-12-12,20IPWZF6109Y1Z5,GJOPK4538T,154,0,0.23,-1
MSME03085,Business_03085 Pvt Ltd,IT/ITES,J62,Working Capital,156.73,11.5,East,2022-12-08,32PRRSM2230K1Z5,IYEPI8223X,55,0,0.1,-1
MSME03086,Business_03086 Pvt Ltd,Manufacturing,C10-C33,Term Loan,189.69,3.5,South,2022-10-14,29QLLTP0316V1Z5,SRLPN5289Y,121,1,0.18,16
MSME03087,Business_03087 Pvt Ltd,Trading,G45-G47,Working Capital,216.34,1.9,East,2023-02-01,02RQPTR4304E1Z5,PZFPE1724J,164,0,0.3,-1
MSME03088,Business_03088 Pvt Ltd,Textiles,C13,Working Capital,268.15,11.3,North,2023-05-24,18TEPKK5692S1Z5,TSCPY1243L,216,0,0.23,-1
MSME03089,Business_03089 Pvt Ltd,Food Processing,C10,Term Loan,272.86,0.5,Central,2022-09-01,02YQCCH5202D1Z5,IUPPZ4634Q,18,0,0.26,-1
MSME03090,Business_03090 Pvt Ltd,Auto Ancillary,C29,Term Loan,222.96,0.5,Central,2022-08-09,17SDOGT0858G1Z5,WKDPR6787X,208,0,0.25,-1
MSME03091,Business_03091 Pvt Ltd,Services,S90-S99,Working Capital,149.41,4.6,West,2022-06-05,04QOWIP5086Q1Z5,XGRPB8006J,5,0,0.18,-1
MSME03092,Business_03092 Pvt Ltd,Services,S90-S99,Working Capital,29.22,8.0,South,2023-01-18,15TURSR3646L1Z5,FFXPO3445A,111,0,0.15,-1
MSME03093,Business_03093 Pvt Ltd,Agriculture Allied,A01,Trade Finance,111.91,7.0,West,2022-11-16,17SPBLQ4274U1Z5,TSOPK6017B,175,0,0.18,-1
MSME03094,Business_03094 Pvt Ltd,Trading,G45-G47,Term Loan,177.4,0.5,East,2023-01-08,24QUYYN6314D1Z5,ITSPD8636X,27,0,0.28,-1
MSME03095,Business_03095 Pvt Ltd,Services,S90-S99,Term Loan,130.08,15.0,Central,2023-06-15,29QWCVU3284P1Z5,HMLPV0925A,32,0,0.13,-1
MSME03096,Business_03096 Pvt Ltd,Agriculture Allied,A01,Term Loan,89.07,6.1,East,2022-08-03,26GTPQB9477N1Z5,UBAPJ2155G,154,0,0.19,-1
MSME03097,Business_03097 Pvt Ltd,Manufacturing,C10-C33,Working Capital,200.02,14.9,Central,2023-01-02,08YRTLK9554R1Z5,WUSPF2425T,181,0,0.17,-1
MSME03098,Business_03098 Pvt Ltd,Food Processing,C10,Working Capital,103.14,2.0,Central,2022-04-24,24AAAIU1031S1Z5,YBGPE8944L,142,0,0.23,-1
MSME03099,Business_03099 Pvt Ltd,Food Processing,C10,Working Capital,110.92,5.9,Central,2022-07-19,34XSBFW8934V1Z5,RCVPD2482G,127,1,0.2,24
MSME03100,Business_03100 Pvt Ltd,Auto Ancillary,C29,Trade Finance,329.38,9.8,North,2022-01-25,03CSUKF8847G1Z5,IDWPW2038J,193,0,0.16,-1
MSME03101,Business_03101 Pvt Ltd,Construction,F41-F43,Term Loan,152.05,2.4,East,2022-05-01,20ACKZU9238Y1Z5,GZVPU9903C,168,1,0.26,19
MSME03102,Business_03102 Pvt Ltd,Services,S90-S99,Working Capital,65.96,16.7,West,2023-09-03,13INPQY1787Y1Z5,CMLPQ2997T,93,0,0.15,-1
MSME03103,Business_03103 Pvt Ltd,Manufacturing,C10-C33,Trade Finance,315.1,1.5,South,2022-01-03,10WCTDM9371B1Z5,GBLPG5777O,36,0,0.22,-1
MSME03104,Business_03104 Pvt Ltd,Pharma,C21,Working Capital,27.31,1.9,West,2023-03-21,21FTGZD7193K1Z5,ZPDPI7310L,155,0,0.2,-1
MSME03105,Business_03105 Pvt Ltd,Services,S90-S99,Trade Finance,125.94,12.6,East,2022-09-11,05ZKRPS3462Y1Z5,RUKPU9137A,215,1,0.12,22
MSME03106,Business_03106 Pvt Ltd,Trading,G45-G47,Trade Finance,72.5,17.5,South,2022-01-20,10SEEWV2055T1Z5,MBOPB4172C,178,0,0.19,-1
MSME03107,Business_03107 Pvt Ltd,Construction,F41-F43,Working Capital,113.77,1.7,West,2022-07-23,22QXZWK5094D1Z5,XADPW4274F,149,0,0.33,-1
MSME03108,Business_03108 Pvt Ltd,Services,S90-S99,Working Capital,142.25,0.7,South,2022-12-23,15BQWXU7372W1Z5,ACJPT9934P,185,0,0.23,-1
MSME03109,Business_03109 Pvt Ltd,Manufacturing,C10-C33,Term Loan,318.89,7.1,East,2022-05-08,17ENNNK3583B1Z5,MYDPW7610E,117,1,0.15,31
MSME03110,Business_03110 Pvt Ltd,Services,S90-S99,Term Loan,456.51,13.3,Central,2022-12-24,12HPAPF3528S1Z5,XLAPM1850X,56,0,0.13,-1
MSME03111,Business_03111 Pvt Ltd,Trading,G45-G47,Term Loan,144.42,4.6,East,2022-10-19,03UGNVN6824E1Z5,STJPE8456E,182,0,0.23,-1
MSME03112,Business_03112 Pvt Ltd,Pharma,C21,Trade Finance,106.36,5.0,North,2022-06-23,09PIFED3417G1Z5,PUBPN1595J,46,0,0.09,-1
MSME03113,Business_03113 Pvt Ltd,Textiles,C13,Term Loan,291.18,7.2,South,2022-12-21,08KQNIF7050S1Z5,FCYPL6383C,118,0,0.21,-1
MSME03114,Business_03114 Pvt Ltd,IT/ITES,J62,Working Capital,183.09,0.8,East,2022-02-06,02RDGPS6836O1Z5,ATNPC2580I,186,0,0.18,-1
MSME03115,Business_03115 Pvt Ltd,Pharma,C21,Working Capital,31.81,18.1,Central,2022-11-06,33BXCUX4019P1Z5,LBKPN2878H,66,0,0.12,-1
MSME03116,Business_03116 Pvt Ltd,Agriculture Allied,A01,Term Loan,240.5,2.3,Central,2023-10-23,11CJRPI4072I1Z5,VZYPP2306R,28,0,0.22,-1
MSME03117,Business_03117 Pvt Ltd,Services,S90-S99,Working Capital,65.62,4.9,East,2023-08-27,27YORZV3295L1Z5,QHJPP8382X,61,0,0.18,-1
MSME03118,Business_03118 Pvt Ltd,Food Processing,C10,Term Loan,196.06,3.2,West,2023-08-05,15OPNHY8177E1Z5,JELPB4546D,138,0,0.21,-1
MSME03119,Business_03119 Pvt Ltd,Auto Ancillary,C29,Working Capital,67.67,3.2,East,2022-03-25,04LJDSJ2264Y1Z5,KZJPG8189B,87,0,0.22,-1
MSME03120,Business_03120 Pvt Ltd,Food Processing,C10,Working Capital,50.49,6.1,Central,2023-05-25,34NTRPX3092L1Z5,WETPW0211N,119,1,0.2,10
MSME03121,Business_03121 Pvt Ltd,Pharma,C21,Working Capital,39.85,26.2,East,2023-03-20,03URXDQ3780N1Z5,EZRPM2613B,87,0,0.12,-1
MSME03122,Business_03122 Pvt Ltd,Food Processing,C10,Term Loan,158.23,5.4,North,2023-02-24,20KHAUQ3198B1Z5,XLFPX5088U,241,1,0.18,11
MSME03123,Business_03123 Pvt Ltd,Manufacturing,C10-C33,Working Capital,119.91,7.9,West,2022-07-24,20CAARH1050J1Z5,ZGCPB7216P,119,0,0.17,-1
MSME03124,Business_03124 Pvt Ltd,Food Processing,C10,Term Loan,105.35,0.5,East,2023-05-03,09VJVAP6208O1Z5,YFRPB0833M,80,1,0.26,12
MSME03125,Business_03125 Pvt Ltd,Construction,F41-F43,Term Loan,528.92,8.3,Central,2022-03-29,19BBMSA9615N1Z5,ZTMPQ9788Y,164,1,0.23,33
MSME03126,Business_03126 Pvt Ltd,Textiles,C13,Term Loan,1656.74,1.8,East,2022-09-09,06KNTDQ5793P1Z5,FLPPG0457Q,157,0,0.29,-1
MSME03127,Business_03127 Pvt Ltd,Services,S90-S99,Term Loan,262.91,0.7,East,2023-12-24,04PBTXM2491Y1Z5,HGBPM6399K,68,1,0.21,22
MSME03128,Business_03128 Pvt Ltd,Food Processing,C10,Working Capital,87.1,0.6,South,2022-01-31,03AWKEY2067B1Z5,VYDPJ1805W,228,1,0.28,26
MSME03129,Business_03129 Pvt Ltd,Trading,G45-G47,Term Loan,79.76,5.7,East,2023-02-25,18YDAII5581I1Z5,HDAPQ0285W,8,1,0.2,24
MSME03130,Business_03130 Pvt Ltd,Textiles,C13,Working Capital,121.03,30.0,North,2022-03-02,20YWLJE7063M1Z5,GBKPP5837H,171,0,0.23,-1
MSME03131,Business_03131 Pvt Ltd,Textiles,C13,Term Loan,685.03,5.5,Central,2023-08-02,02KYVDR6813N1Z5,CWXPV3735B,134,0,0.21,-1
MSME03132,Business_03132 Pvt Ltd,Food Processing,C10,Working Capital,427.85,1.5,South,2022-08-14,17ACATV4811C1Z5,BDVPS2597F,155,0,0.28,-1
MSME03133,Business_03133 Pvt Ltd,Textiles,C13,Term Loan,636.85,1.1,East,2022-12-01,04IKVYU8808G1Z5,HDEPS6653G,203,0,0.29,-1
